pupilid,schoolid,district,bungoma,division,zone,tracking,sbm,girl,agetest,etpteacher,lowstream,stream_meanpercentile,SDstream_std_mark,MEANstream_std_mark,bottomhalf,tophalf,bottomquarter,secondquarter,thirdquarter,topquarter,std_mark,percentile,realpercentile,quantile5p,attrition,wordscore,sentscore,letterscore,spellscore,sentscore24,letterscore24,spellscore24,litscore,additions_score,substractions_score,multiplications_score,mathscoreraw,totalscore,rMEANstream_std_baselinemark,rSDstream_std_baselinemark,rMEANstream_std_total,rSDstream_std_total,rMEANstream_std_math,rSDstream_std_math,rMEANstream_std_lit,rSDstream_std_lit,r2_attrition,r2_age,r2_wordscore,r2_sentscore,r2_letterscore,r2_spellscore,r2_sentscore24,r2_letterscore24,r2_spellscore24,r2_litscore,r2_mathscoreraw,r2_additions_score,r2_substractions_score,r2_multiplications_score,r2_totalscore
7901031,790,BUTERE/M,0,KHWISERO,KHWISERO WEST,1,1,1,8,0,0,76,0,1,0,1,0,0,1,0,0,53,54,11,0,0,0,15,0,0,5,0,1,3,0,0,3,4,1,0,1,1,1,1,0,1,0,10,7,0,17,1,0,6,2,4,7,6,1,0,11
7901032,790,BUTERE/M,0,KHWISERO,KHWISERO WEST,1,1,0,11,0,0,76,0,1,0,1,0,0,1,0,0,56,57,12,0,12,10,11,1,6,4,2,6,3,3,0,6,12,1,0,1,1,1,1,0,1,0,10,10,10,34,3,6,12,7,9,6,5,1,0,15
7901033,790,BUTERE/M,0,KHWISERO,KHWISERO WEST,1,1,1,9,0,0,76,0,1,0,1,0,0,1,0,0,55,56,12,0,0,2,15,0,1,5,0,2,5,1,0,6,8,1,0,1,1,1,1,0,1,0,10,8,8,31,1,5,11,2,6,9,5,4,0,15
7901034,790,BUTERE/M,0,KHWISERO,KHWISERO WEST,1,1,1,10,0,0,76,0,1,0,1,0,0,1,0,0,58,58,12,0,0,0,34,0,0,12,0,3,5,6,0,11,14,1,0,1,1,1,1,0,1,0,10,6,0,31,2,0,11,5,5,11,6,5,0,16
7901035,790,BUTERE/M,0,KHWISERO,KHWISERO WEST,1,1,1,9,0,0,76,0,1,0,1,0,0,1,0,0,59,60,12,0,0,0,20,2,0,7,5,3,4,0,0,4,7,1,0,1,1,1,1,0,1,0,10,4,0,36,2,0,12,5,5,16,9,6,1,21
7901036,790,BUTERE/M,0,KHWISERO,KHWISERO WEST,1,1,0,8,0,0,76,0,1,0,1,0,0,1,0,1,61,62,13,0,0,0,14,0,0,5,0,1,7,6,0,13,14,1,0,1,1,1,1,0,1,0,10,2,0,19,0,0,7,0,2,19,7,6,6,21
7901037,790,BUTERE/M,0,KHWISERO,KHWISERO WEST,1,1,0,11,0,0,76,0,1,0,1,0,0,1,0,1,63,63,13,0,12,4,16,6,2,5,14,9,3,3,0,6,15,1,0,1,1,1,1,0,1,0,11,22,36,41,7,22,14,17,19,12,6,6,0,31
7901038,790,BUTERE/M,0,KHWISERO,KHWISERO WEST,1,1,1,8,0,0,76,0,1,0,1,0,0,1,0,1,65,65,13,0,22,32,0,9,19,0,22,16,5,6,1,12,28,1,0,1,1,1,1,0,1,0,10,.,34,64,7,20,22,17,15,15,7,6,2,30
7901039,790,BUTERE/M,0,KHWISERO,KHWISERO WEST,1,1,0,12,0,0,76,0,1,0,1,0,0,1,0,1,69,69,14,0,6,4,14,0,2,5,0,3,5,5,0,10,13,1,0,1,1,1,1,0,1,0,11,0,4,24,1,2,8,2,3,14,8,6,0,17
7901040,790,BUTERE/M,0,KHWISERO,KHWISERO WEST,1,1,1,11,0,0,76,0,1,0,1,0,0,0,1,1,76,76,16,0,0,0,27,1,0,9,2,3,6,6,0,12,15,1,0,1,1,1,1,0,1,0,10,10,8,31,1,5,11,2,7,13,6,5,2,20
7901041,790,BUTERE/M,0,KHWISERO,KHWISERO WEST,1,1,1,9,0,0,76,0,1,0,1,0,0,1,0,1,72,73,15,0,4,0,15,4,0,5,10,5,6,0,0,6,11,1,0,1,1,1,1,0,1,0,9,10,20,43,6,12,15,14,13,14,8,6,0,27
7901042,790,BUTERE/M,0,KHWISERO,KHWISERO WEST,1,1,1,11,0,0,76,0,1,0,1,0,0,1,0,1,72,73,15,0,14,0,0,2,0,0,5,5,3,3,0,6,11,1,0,1,1,1,1,0,1,0,10,0,0,27,3,0,9,7,4,7,6,1,0,11
7901043,790,BUTERE/M,0,KHWISERO,KHWISERO WEST,1,1,0,10,0,0,76,0,1,0,1,0,0,1,0,1,72,73,15,0,24,6,43,8,4,15,19,15,4,6,1,11,26,1,0,1,1,1,1,0,1,0,10,20,18,49,9,11,17,22,17,15,8,4,3,32
7901044,790,BUTERE/M,0,KHWISERO,KHWISERO WEST,1,1,0,10,0,0,76,0,1,0,1,0,0,0,1,1,83,83,17,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,10,0,14,20,0,8,7,0,4,5,3,2,0,9
7901046,790,BUTERE/M,0,KHWISERO,KHWISERO WEST,1,1,1,8,0,0,76,0,1,0,1,0,0,0,1,1,79,80,16,0,22,6,56,5,4,19,12,14,8,6,2,16,30,1,0,1,1,1,1,0,1,0,8,22,34,40,8,20,14,19,19,15,8,4,3,34
7901047,790,BUTERE/M,0,KHWISERO,KHWISERO WEST,1,1,1,11,0,0,76,0,1,0,1,0,0,0,1,1,79,80,16,0,0,2,17,3,1,6,7,4,6,5,1,12,16,1,0,1,1,1,1,0,1,0,10,18,0,39,6,0,13,14,11,15,6,5,4,26
7901048,790,BUTERE/M,0,KHWISERO,KHWISERO WEST,1,1,1,10,0,0,76,0,1,0,1,0,0,0,1,1,89,89,18,0,22,22,70,9,13,24,22,20,8,4,3,15,35,1,0,1,1,1,1,0,1,0,10,22,32,68,9,19,23,22,22,18,9,6,3,40
7901049,790,BUTERE/M,0,KHWISERO,KHWISERO WEST,1,1,0,9,0,0,76,0,1,0,1,0,0,0,1,1,86,87,18,0,15,4,19,10,2,7,24,12,5,3,2,10,22,1,0,1,1,1,1,0,1,0,9,10,16,42,9,10,14,22,14,18,9,6,3,32
7901050,790,BUTERE/M,0,KHWISERO,KHWISERO WEST,1,1,1,9,0,0,76,0,1,0,1,0,0,0,1,1,86,87,18,0,20,28,60,9,17,21,22,20,6,5,1,12,32,1,0,1,1,1,1,0,1,0,10,24,38,65,9,23,22,22,23,18,8,7,3,41
7901051,790,BUTERE/M,0,KHWISERO,KHWISERO WEST,1,1,0,11,0,0,76,0,1,0,1,0,0,0,1,1,86,87,18,0,0,0,8,1,0,3,2,1,7,5,0,12,13,1,0,1,1,1,1,0,1,0,10,20,4,28,6,2,10,14,12,19,8,7,4,31
7901052,790,BUTERE/M,0,KHWISERO,KHWISERO WEST,1,1,1,9,0,0,76,0,1,0,1,0,0,0,1,1,92,93,19,0,22,32,55,10,19,19,24,21,7,5,4,16,37,1,0,1,1,1,1,0,1,0,9,22,36,68,9,22,23,22,22,19,8,6,5,41
7901053,790,BUTERE/M,0,KHWISERO,KHWISERO WEST,1,1,1,8,0,0,76,0,1,0,1,0,0,0,1,1,91,92,19,0,24,28,59,8,17,20,19,20,8,6,1,15,35,1,0,1,1,1,1,0,1,0,11,22,34,69,8,20,24,19,21,19,7,7,5,40
7901055,790,BUTERE/M,0,KHWISERO,KHWISERO WEST,1,1,1,9,0,0,76,0,1,0,1,0,0,0,1,1,94,94,19,0,22,4,47,8,2,16,19,15,6,3,3,12,27,1,0,1,1,1,1,0,1,0,9,20,28,48,10,17,16,24,19,16,7,6,3,35
7901056,790,BUTERE/M,0,KHWISERO,KHWISERO WEST,1,1,1,8,0,0,76,0,1,0,1,0,0,0,1,2,96,96,20,0,4,0,17,0,0,6,0,2,3,5,1,9,11,1,0,1,1,1,1,0,1,0,9,14,8,58,6,5,20,14,13,10,6,4,0,23
7931001,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,0,10,0,0,53,1,0,0,1,0,0,1,0,0,72,72,15,0,0,0,40,2,0,14,5,5,4,2,0,6,11,0,1,0,1,0,1,0,1,0,11,10,0,69,7,0,24,17,13,10,5,3,2,23
7931002,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,0,10,1,0,55,1,0,0,1,0,0,0,1,1,91,91,19,0,18,13,55,9,8,19,22,17,8,5,4,17,34,0,1,0,1,0,1,0,1,0,10,24,28,56,8,17,19,19,20,14,7,4,3,34
7931003,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,0,9,0,0,53,1,0,0,1,0,0,1,0,0,55,56,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,10,0,0,11,0,0,4,0,1,0,0,0,0,1
7931005,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,0,7,0,0,53,1,0,0,1,0,0,1,0,0,64,65,13,0,16,0,24,3,0,8,7,8,6,4,3,13,21,0,1,0,1,0,1,0,1,0,9,22,4,56,6,2,19,14,15,18,8,7,3,33
7931006,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,0,8,1,0,55,1,0,0,1,0,0,1,0,0,54,54,11,0,1,2,9,0,1,3,0,1,3,2,0,5,6,0,1,0,1,0,1,0,1,0,10,0,0,35,0,0,12,0,3,5,3,1,1,8
7931007,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,0,7,0,0,53,1,0,1,0,1,0,0,0,-1,24,24,5,0,12,0,0,0,0,0,0,3,2,1,0,3,6,0,1,0,1,0,1,0,1,0,8,6,0,11,0,0,4,0,2,0,0,0,0,2
7931008,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,0,9,1,0,55,1,0,1,0,0,1,0,0,0,39,40,8,0,0,0,15,0,0,5,0,1,4,1,1,6,7,0,1,0,1,0,1,0,1,0,8,8,4,24,4,2,8,10,7,15,8,6,1,22
7931009,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,0,.,0,0,53,1,0,1,0,1,0,0,0,-1,23,24,5,0,0,7,6,0,4,2,0,2,0,0,0,0,2,0,1,0,1,0,1,0,1,0,9,2,0,0,0,0,0,0,1,3,2,0,1,4
7931010,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,0,.,1,0,55,1,0,1,0,1,0,0,0,-1,23,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
7931012,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,0,11,1,0,55,1,0,0,1,0,0,1,0,1,75,75,15,0,20,3,28,10,2,10,24,14,8,5,2,15,29,0,1,0,1,0,1,0,1,0,11,24,32,59,9,19,20,22,21,16,8,6,2,37
7931013,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,0,9,0,0,53,1,0,0,1,0,0,1,0,0,60,61,13,0,0,0,0,0,0,0,0,0,5,3,0,8,8,0,1,0,1,0,1,0,1,0,11,0,10,8,0,6,3,0,2,11,5,5,1,13
7931015,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,0,10,0,0,53,1,0,0,1,0,0,1,0,0,67,68,14,0,0,8,7,0,5,2,0,2,0,0,0,0,2,0,1,0,1,0,1,0,1,0,8,4,0,16,0,0,5,0,2,4,3,1,0,6
7931016,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,0,8,1,0,55,1,0,1,0,0,1,0,0,0,49,49,10,0,4,0,7,1,0,2,2,2,4,1,0,5,7,0,1,0,1,0,1,0,1,0,8,6,8,11,0,5,4,0,4,8,5,3,0,12
7931018,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,0,11,1,0,55,1,0,1,0,1,0,0,0,-1,23,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,10,0,8,0,0,5,0,0,1,1,0,1,0,2
7931023,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,0,12,0,0,53,1,0,0,1,0,0,1,0,0,62,62,13,0,2,3,8,0,2,3,0,2,3,1,0,4,6,0,1,0,1,0,1,0,1,0,12,2,4,8,1,2,3,2,2,10,6,4,0,12
7931025,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,0,9,0,0,53,1,0,1,0,0,1,0,0,0,43,44,9,0,2,5,25,0,3,9,0,3,3,2,0,5,8,0,1,0,1,0,1,0,1,0,10,0,6,38,1,4,13,2,5,6,4,2,0,11
7931027,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,0,9,0,0,53,1,0,1,0,1,0,0,0,-1,23,24,5,0,2,0,12,0,0,4,0,2,3,5,1,9,11,0,1,0,1,0,1,0,1,0,9,0,8,31,3,5,11,7,6,18,8,7,3,24
7931028,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,0,8,1,0,55,1,0,1,0,1,0,0,0,-1,23,24,5,0,4,9,4,0,5,1,0,3,0,0,0,0,3,0,1,0,1,0,1,0,1,0,10,2,0,0,0,0,0,0,1,2,2,0,0,3
7931029,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,0,7,0,0,53,1,0,1,0,1,0,0,0,-1,23,24,5,0,0,4,9,0,2,3,0,1,1,2,0,3,4,0,1,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
7931030,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,0,11,1,0,55,1,0,0,1,0,0,1,0,0,54,54,11,0,0,7,33,0,4,11,0,4,2,4,0,6,10,0,1,0,1,0,1,0,1,0,8,6,0,58,3,0,20,7,8,11,5,5,1,19
7931031,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,0,8,0,0,53,1,0,1,0,0,1,0,0,-1,26,27,6,0,0,0,15,1,0,5,2,2,2,2,1,5,7,0,1,0,1,0,1,0,1,0,9,12,0,45,5,0,15,12,10,14,5,6,3,24
7931032,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,0,8,1,0,55,1,0,1,0,1,0,0,0,-1,23,24,5,0,2,8,0,0,5,0,0,2,0,1,0,1,3,0,1,0,1,0,1,0,1,0,10,0,4,0,0,2,0,0,1,1,1,0,0,2
7931034,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,0,.,1,0,55,1,0,1,0,0,1,0,0,0,39,40,8,0,2,3,0,1,2,0,2,2,1,0,0,1,3,0,1,0,1,0,1,0,1,0,9,2,2,7,0,1,2,0,1,3,3,0,0,4
7931039,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,1,9,1,0,55,1,0,0,1,0,0,0,1,3,96,97,20,0,4,0,25,7,0,9,17,7,7,6,3,16,23,0,1,0,1,0,1,0,1,0,10,20,34,70,10,20,24,24,22,20,9,8,3,42
7931040,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,1,10,0,0,53,1,0,1,0,0,1,0,0,0,31,32,7,0,0,12,15,0,7,5,0,3,2,5,0,7,10,0,1,0,1,0,1,0,1,0,10,0,0,26,0,0,9,0,2,13,5,5,3,15
7931042,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,1,9,0,0,53,1,0,0,1,0,0,0,1,1,88,88,18,0,0,0,19,0,0,7,0,2,3,3,0,6,8,0,1,0,1,0,1,0,1,0,10,6,4,60,3,2,21,7,9,15,8,6,1,24
7931043,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,1,10,1,0,55,1,0,.,.,.,.,.,1,.,.,.,.,0,0,0,0,0,0,0,0,0,2,1,0,3,3,0,1,0,1,0,1,0,1,0,9,8,8,0,1,5,0,2,4,12,5,4,3,16
7931044,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,1,8,0,0,53,1,0,0,1,0,0,0,1,1,86,87,18,0,0,1,42,1,1,14,2,4,5,3,0,8,12,0,1,0,1,0,1,0,1,0,9,8,2,69,4,1,24,10,11,11,5,5,1,22
7931045,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,1,.,1,0,55,1,0,1,0,1,0,0,0,-1,23,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,13,5,0,0,0,0,0,0,1,0,0,0,0,1
7931047,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,1,7,1,0,55,1,0,1,0,1,0,0,0,-1,23,24,5,0,0,0,20,0,0,7,0,2,4,4,3,11,13,0,1,0,1,0,1,0,1,0,8,8,6,48,3,4,16,7,9,14,7,5,2,23
7931048,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,1,10,0,0,53,1,0,0,1,0,0,1,0,1,73,74,15,0,0,0,28,2,0,10,5,4,7,5,3,15,19,0,1,0,1,0,1,0,1,0,10,2,8,62,3,5,21,7,9,16,8,5,3,25
7931051,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,1,9,1,0,55,1,0,1,0,1,0,0,0,-1,23,24,5,0,0,0,31,1,0,11,2,3,2,1,0,3,6,0,1,0,1,0,1,0,1,0,9,16,0,38,6,0,13,14,11,9,3,5,1,20
7931052,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,1,8,0,0,53,1,0,1,0,1,0,0,0,-1,23,24,5,0,0,1,0,1,1,0,2,1,1,0,0,1,2,0,1,0,1,0,1,0,1,0,8,0,0,0,0,0,0,0,0,1,1,0,0,1
7931053,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,1,7,1,0,55,1,0,1,0,1,0,0,0,-1,23,24,5,0,0,10,0,0,6,0,0,2,0,0,0,0,2,0,1,0,1,0,1,0,1,0,7,4,6,0,0,4,0,0,2,3,2,1,0,5
7931054,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,1,9,0,0,53,1,0,0,1,0,0,0,1,1,92,93,19,0,10,11,0,3,7,0,7,6,6,6,3,15,21,0,1,0,1,0,1,0,1,0,9,4,7,68,2,4,23,5,9,20,8,6,6,29
7931055,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,1,10,1,0,55,1,0,1,0,0,1,0,0,-1,30,30,6,0,24,13,23,8,8,8,19,15,5,4,2,11,26,0,1,0,1,0,1,0,1,0,9,24,38,61,9,23,21,22,22,18,8,5,5,40
7931058,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,1,8,0,0,53,1,0,1,0,0,1,0,0,0,34,35,7,0,16,11,45,9,7,15,22,15,8,6,2,16,31,0,1,0,1,0,1,0,0,0,8,22,36,47,9,22,16,22,20,19,8,6,5,39
7931059,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,1,9,1,0,55,1,0,0,1,0,0,0,1,1,83,83,17,0,0,3,41,8,2,14,19,9,6,4,2,12,21,0,1,0,1,0,1,0,1,0,9,24,36,70,9,22,24,22,23,10,4,4,2,33
7931061,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,1,8,1,0,55,1,0,0,1,0,0,0,1,1,80,80,16,0,10,11,36,9,7,12,22,13,6,5,2,13,26,0,1,0,1,0,1,0,1,0,9,24,38,70,10,23,24,24,24,17,8,6,3,41
7931062,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,1,10,0,0,53,1,0,0,1,0,0,1,0,0,69,69,14,0,2,0,18,3,0,6,7,4,5,6,1,12,16,0,1,0,1,0,1,0,1,0,11,4,0,69,7,0,24,17,11,16,7,6,3,27
7931064,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,1,9,0,0,53,1,0,1,0,0,1,0,0,0,33,33,7,0,0,2,16,1,1,5,2,2,7,5,1,13,15,0,1,0,1,0,1,0,1,0,10,2,14,53,5,8,18,12,10,17,8,8,1,27
7931065,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,1,9,1,0,55,1,0,0,1,0,0,0,1,4,98,98,20,0,22,11,40,0,7,14,0,11,7,5,1,13,24,0,1,0,1,0,1,0,1,0,9,24,36,69,10,22,24,24,23,18,8,7,3,41
7931068,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,1,7,0,0,53,1,0,0,1,0,0,1,0,0,54,54,11,0,0,0,21,0,0,7,0,2,3,2,0,5,7,0,1,0,1,0,1,0,1,0,9,0,0,55,2,0,19,5,6,13,5,5,3,19
7931072,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,1,10,0,0,53,1,0,0,1,0,0,0,1,1,78,79,16,0,4,2,20,0,1,7,0,3,4,1,0,5,8,0,1,0,1,0,1,0,1,0,11,6,0,50,1,0,17,2,6,10,7,3,0,16
7931073,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,1,10,1,0,55,1,0,0,1,0,0,1,0,0,54,54,11,0,10,1,31,7,1,11,17,10,5,5,1,11,21,0,1,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
7931074,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,1,8,0,0,53,1,0,0,1,0,0,1,0,0,58,58,12,0,8,5,35,0,3,12,0,6,4,0,0,4,10,0,1,0,1,0,1,0,1,0,9,14,0,70,8,0,24,19,14,9,4,5,0,23
7931572,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,0,11,1,0,55,1,0,0,1,0,0,1,0,0,59,60,12,0,2,0,29,9,0,10,22,8,6,4,2,12,20,0,1,0,1,0,1,0,1,0,12,22,0,49,10,0,17,24,16,13,4,6,3,29
7931573,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,0,8,0,0,53,1,0,1,0,1,0,0,0,-1,23,24,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0
7931575,793,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,1,1,11,0,0,53,1,0,0,1,0,0,0,1,1,81,82,17,0,0,7,0,0,4,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,10,0,2,0,0,1,0,0,0,3,3,0,0,3
7951001,795,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,0,0,14,1,0,47,1,0,1,0,1,0,0,0,-1,9,10,2,0,0,0,17,0,0,6,0,1,0,1,0,1,2,0,1,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
7951003,795,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,0,0,7,1,0,47,1,0,1,0,0,1,0,0,-1,31,32,7,0,2,0,44,0,0,15,0,4,5,3,0,8,12,0,1,0,1,0,1,0,1,0,7,0,7,35,7,4,12,17,8,14,8,6,0,22
7951004,795,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,0,0,8,0,0,55,1,0,0,1,0,0,0,1,2,90,90,18,0,0,0,17,2,0,6,5,3,5,3,0,8,11,0,1,0,1,0,1,0,1,0,10,24,24,54,8,14,19,19,19,11,5,6,0,30
7951005,795,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,0,0,9,1,0,47,1,0,1,0,0,1,0,0,0,43,44,9,0,0,0,0,2,0,0,5,1,2,1,0,3,4,0,1,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
7951009,795,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,0,0,9,1,0,47,1,0,1,0,0,1,0,0,-1,36,37,8,0,0,6,7,0,4,2,0,2,2,4,0,6,8,0,1,0,1,0,1,0,1,0,8,0,0,7,0,0,2,0,1,7,2,5,0,8
7951010,795,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,0,0,10,0,0,55,1,0,0,1,0,0,1,0,0,63,64,13,0,4,2,14,0,1,5,0,3,2,1,0,3,6,0,1,0,1,0,1,0,1,0,11,2,2,38,1,1,13,2,5,7,3,2,2,12
7951011,795,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,0,0,9,1,0,47,1,0,1,0,0,1,0,0,0,49,49,10,0,0,8,32,0,5,11,0,4,5,6,1,12,16,0,1,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
7951013,795,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,0,0,8,1,0,47,1,0,0,1,0,0,0,1,2,93,93,19,0,24,34,32,10,20,11,24,20,8,5,5,18,38,0,1,0,1,0,1,0,1,0,9,24,32,70,10,19,24,24,23,22,9,8,5,45
7951014,795,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,0,0,8,0,0,55,1,0,0,1,0,0,0,1,2,96,96,20,0,20,0,28,5,0,10,12,10,5,6,0,11,21,0,1,0,1,0,1,0,1,0,9,8,32,69,6,19,24,14,16,12,6,6,0,28
7951015,795,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,0,0,10,1,0,47,1,0,0,1,0,0,0,1,2,91,92,19,0,22,30,45,9,18,15,22,19,5,5,3,13,32,0,1,0,1,0,1,0,1,0,11,18,34,70,9,20,24,22,21,18,8,6,4,39
7951016,795,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,0,0,10,0,0,55,1,0,0,1,0,0,0,1,1,86,86,18,0,16,26,53,9,16,18,22,18,3,2,2,7,25,0,1,0,1,0,1,0,1,0,11,22,30,70,9,18,24,22,21,12,4,6,2,33
7951017,795,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,0,0,7,1,0,47,1,0,1,0,0,1,0,0,-1,27,27,6,0,2,0,24,0,0,8,0,3,2,1,0,3,6,0,1,0,1,0,1,0,1,0,8,0,0,22,0,0,8,0,2,9,7,2,0,11
7951018,795,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,0,0,8,0,0,55,1,0,1,0,0,1,0,0,-1,30,31,7,0,6,0,15,2,0,5,5,4,3,4,1,8,12,0,1,0,1,0,1,0,1,0,7,0,5,21,2,3,7,5,4,10,4,4,2,14
7951020,795,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,0,0,8,0,0,55,1,0,1,0,1,0,0,0,-1,11,11,3,0,6,0,0,0,0,0,0,2,2,1,0,3,5,0,1,0,1,0,1,0,1,0,9,0,0,11,0,0,4,0,1,7,6,1,0,8
7951021,795,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,0,0,7,1,0,47,1,0,1,0,1,0,0,0,-1,21,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,9,2,6,2,0,4,1,0,2,1,1,0,0,3
7951022,795,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,0,0,8,0,0,55,1,0,0,1,0,0,1,0,-1,58,59,12,0,4,0,8,0,0,3,0,2,2,2,0,4,6,0,1,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
7951025,795,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,0,0,7,1,0,47,1,0,1,0,0,1,0,0,-1,26,26,6,0,4,4,0,0,2,0,0,2,0,1,0,1,3,0,1,0,1,0,1,0,1,0,10,0,8,7,0,5,2,0,2,8,4,4,0,10
7951026,795,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,0,0,10,0,0,55,1,0,1,0,0,1,0,0,0,39,40,8,0,0,4,10,0,2,3,0,1,3,1,0,4,5,0,1,0,1,0,1,0,1,0,10,10,2,25,1,1,9,2,6,11,2,4,5,17
7951028,795,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,0,0,9,0,0,55,1,0,0,1,0,0,0,1,1,83,83,17,0,0,0,9,0,0,3,0,1,1,1,0,2,3,0,1,0,1,0,1,0,1,0,10,8,6,21,1,4,7,2,5,7,2,3,2,12
7951032,795,BUTERE/M,0,KHWISERO,KHWISERO WEST,0,0,0,7,0,0,55,1,0,1,0,0,1,0,0,0,39,39,8,0,0,0,10,0,0,3,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,6,0,8,10,0,5,3,0,2,3,3,0,0,5
